"","combineId","playerId","combineYear","combinePosition","combineHeight","combineWeight","nameFirst","nameLast","nameFull","position","collegeId","nflId","college","heightInches","weight","dob","ageAtDraft","combine40yd","combineVert","combineBench","combineShuttle","combineBroad","combine3cone"
"3873",18218,20130140,2013,"RB",69.13,214,"Stepfan","Taylor","Stepfan Taylor","RB",94305,"2539315","Stanford",69,216,"1991-06-09",21.8931506849315,4.76,30,17,4.5,110,7.13
"3875",18220,20130714,2013,"OLB",75.25,244,"Chase","Thomas","Chase Thomas","LB",94305,"2539314","Stanford",75,241,"1989-06-10",23.8904109589041,4.91,32,18,4.31,113,7.17
"3878",18223,20130595,2013,"WR",72.63,193,"Kenbrell","Thompkins","Kenbrell Thompkins","WR",45221,"2539214","Cincinnati",72,195,"1988-07-29",24.7561643835616,4.54,33.5,8,4.21,121,6.88
"3881",18226,20130133,2013,"TE",80,260,"Levine","Toilolo","Levine Toilolo","TE",94305,"2540203","Stanford",80,265,"1991-07-30",21.7534246575342,4.86,31,17,4.57,113,7.09
"3882",18227,20130122,2013,"OG",75.63,307,"J.C.","Tretter","J.C. Tretter","OT",14853,"2540292","Cornell",76,307,"1991-02-12",22.213698630137,5.09,29.5,29,4.69,109,7.48
"3885",18230,20130015,2013,"FS",73,214,"Kenny","Vaccaro","Kenny Vaccaro","S",78712,"2539320","Texas",72,214,"1991-02-15",22.2054794520548,4.63,38,15,4.06,121,6.78
"3888",18233,20130168,2013,"OT",77.88,308,"Ricky","Wagner","Ricky Wagner","OT",53706,"2539340","Wisconsin",78,310,"1989-10-21",23.5260273972603,5.17,31.5,20,4.91,101,7.94
"3889",18234,20130065,2013,"OG",75,332,"Larry","Warford","Larry Warford","OG",40506,"2539248","Kentucky",75,317,"1991-07-18",21.786301369863,5.58,22.5,28,5.1,96,7.78
"3892",18237,20130116,2013,"OG",75.38,300,"Earl","Watford","Earl Watford","OG",22807,"2539242","James Madison (VA)",75,300,"1990-06-24",22.8520547945205,5.06,30,24,5,107,7.77
"3894",18239,20130524,2013,"OT",76.38,313,"Jason","Weaver","Jason Weaver","OT",39406,"2540256","Southern Miss",77,305,"1989-04-12",24.0520547945205,5.44,21,23,5.07,94,8.23
"3895",18240,20130114,2013,"CB",70.25,184,"B.W.","Webb","B.W. Webb","DB",23185,"2539338","William & Mary",71,186,"1990-05-03",22.9945205479452,4.51,40.5,14,3.84,132,6.82
"3897",18242,20130024,2013,"DE",75.25,266,"Bjoern","Werner","Bjoern Werner","DE",32306,"2540141","Florida State",75,255,"1990-08-30",22.6684931506849,4.83,31,25,4.4,111,7.3
"3898",18243,20130408,2013,"OT",79,315,"John","Wetzel","John Wetzel","OT",2459,"2539207","Boston",79,328,"1991-07-18",21.786301369863,5.46,25,22,4.81,105,7.9
"3899",18244,20130079,2013,"WR",71,189,"Markus","Wheaton","Markus Wheaton","WR",97331,"2539291","Oregon State",71,185,"1991-02-07",22.227397260274,4.45,37,20,4.02,120,6.8
"3900",18245,20130080,2013,"SS",72,213,"J.J.","Wilcox","J.J. Wilcox","S",30458,"2540219","Georgia Southern",72,212,"1991-02-14",22.2082191780822,4.57,35,17,4.09,124,7.02
"3901",18246,20130094,2013,"DT",73,335,"Brandon","Williams","Brandon Williams","DT",64801,"2541302","Missouri Southern State",73,340,"1989-02-21",24.1890410958904,5.37,29.5,38,4.91,102,8.09
"3903",18248,20130230,2013,"RB",68.13,196,"Kerwynn","Williams","Kerwynn Williams","RB",84322,"2539980","Utah State",68,198,"1991-06-09",21.8931506849315,4.48,35,17,4.15,118,7.15
"3904",18249,20130549,2013,"OLB",75,241,"Nathan","Williams","Nathan Williams","LB",43210,"2541678","Ohio State",75,249,"1989-10-16",23.5397260273973,4.88,35,24,4.44,113,6.99
"3905",18250,20130223,2013,"DT",76.5,309,"Nick","Williams","Nick Williams","DT",35229,"2541479","Samford (AL)",76,297,"1990-02-21",23.1890410958904,4.94,33,28,4.65,111,7.55
"3906",18251,20130084,2013,"SS",71.88,213,"Shawn","Williams","Shawn Williams","S",30602,"2539233","Georgia",72,210,"1991-05-13",21.9671232876712,4.46,36,25,4.25,120,7.01
"3907",18252,20130145,2013,"CB",68.88,181,"Steve","Williams","Steve Williams","DB",94720,"2540207","California",70,185,"1991-03-07",22.1506849315068,4.42,40.5,12,4.1,128,6.89
"3908",18253,20130028,2013,"DT",74.63,313,"Sylvester","Williams","Sylvester Williams","DT",27599,"2539270","North Carolina",74,313,"1988-11-21",24.441095890411,5.03,26.5,27,4.8,102,7.93
"3909",18254,20130074,2013,"WR",74,208,"Terrance","Williams","Terrance Williams","WR",76706,"2539205","Baylor",74,210,"1989-09-18",23.6164383561644,4.52,32.5,11,4.32,119,7.01
"3913",18258,20130236,2013,"WR",74.63,194,"Marquess","Wilson","Marquess Wilson","WR",99164,"2540177","Washington State",72,206,"1992-09-14",20.6246575342466,4.51,34.5,7,4.33,122,6.65
"3918",18263,20130041,2013,"WR",73,201,"Robert","Woods","Robert Woods","WR",90089,"2540169","USC",72,193,"1992-04-10",21.0547945205479,4.51,33.5,14,4.47,117,7.15
"3919",18264,20130202,2013,"CB",71,210,"Khalid","Wooten","Khalid Wooten","DB",89557,"2539947","Nevada",71,210,"1990-02-19",23.1945205479452,4.53,33.5,17,4.18,117,6.95
"3921",18266,20130070,2013,"CB",73,195,"Blidi","Wreh-Wilson","Blidi Wreh-Wilson","DB",6269,"2539219","Connecticut",73,190,"1989-12-05",23.4027397260274,4.53,36,14,4.12,128,6.97
"3922",18267,20140176,2014,"WR",73,195,"Jared","Abbrederis","Jared Abbrederis","WR",53706,"2543774","Wisconsin",73,195,"1990-12-17",23.4054794520548,4.5,30.5,4,4.08,116,6.8
"3923",18268,20140053,2014,"WR",72.88,212,"Davante","Adams","Davante Adams","WR",93740,"2543495","Frenso State (CA)",73,215,"1992-12-24",21.3835616438356,4.56,39.5,14,4.3,123,6.82
"3926",18271,20140049,2014,"TE",77.38,265,"Jace","Amaro","Jace Amaro","TE",79415,"2543481","Texas Tech",77,265,"1992-06-26",21.8794520547945,4.74,33,28,4.3,116,7.42
"3927",18272,20140779,2014,"RB",70.13,225,"Antonio","Andrews","Antonio Andrews","RB",42101,"2550474","Western Kentucky",70,225,"1992-08-17",21.7369863013699,4.82,29.5,20,4.49,104,7.24
"3928",18273,20140097,2014,"WR",67.75,173,"Dri","Archer","Dri Archer","RB",44242,"2543596","Kent State (OH)",68,173,"1991-08-09",22.7616438356164,4.26,38,20,4.06,122,6.86
"3929",18274,20140687,2014,"RB",73.38,218,"George","Atkinson","George Atkinson","RB",46556,"2550540","Notre Dame",73,220,"1992-11-29",21.4520547945205,4.48,38,19,4.46,128,7.07
"3932",18277,20140009,2014,"OLB",76.88,255,"Anthony","Barr","Anthony Barr","OLB",90095,"2543459","UCLA",77,255,"1992-03-18",22.1534246575342,4.66,34.5,15,4.19,117,6.82
"3933",18278,20140156,2014,"ILB",73.38,237,"Lamin","Barrow","Lamin Barrow","OLB",70803,"2543727","Louisiana State",73,237,"1990-11-29",23.4547945205479,4.64,35,22,4.35,123,7.24
"3934",18279,20140012,2014,"WR",71.25,198,"Odell","Beckham","Odell Beckham","WR",70803,"2543496","Louisiana State",71,198,"1992-11-05",21.5178082191781,4.43,38.5,7,3.94,122,6.69
"3936",18281,20140028,2014,"WR",77,240,"Kelvin","Benjamin","Kelvin Benjamin","WR",32306,"2543471","Florida State",77,245,"1991-02-05",23.2684931506849,4.61,32.5,13,4.39,117,7.33
"3937",18282,20140148,2014,"CB",70.75,195,"Bene","Benwikere","Bene Benwikere","DB",95192,"2543855","San Jose State",72,195,"1991-09-03",22.6931506849315,4.63,40.5,10,4.38,122,6.94
"3938",18283,20140152,2014,"SS",70.5,193,"Nat","Berhe","Nat Berhe","S",92115,"2543643","San Diego State",71,195,"1991-07-06",22.8547945205479,4.71,35.5,15,4.22,116,7.08
"3940",18285,20140035,2014,"OT",76.25,302,"Joel","Bitonio","Joel Bitonio","OT",89557,"2543737","Nevada",76,305,"1991-10-11",22.5890410958904,4.97,32,22,4.44,113,7.37
"3941",18286,20140181,2014,"RB",74.38,223,"Alfred","Blue","Alfred Blue","RB",70803,"2543600","Louisiana State",74,225,"1991-04-27",23.0465753424658,4.63,32,13,4.5,121,7.15
"3942",18287,20140111,2014,"OG",75.13,310,"Russell","Bodine","Russell Bodine","C",27599,"2543622","North Carolina",75,308,"1992-06-30",21.8684931506849,5.18,29,42,4.66,109,8.26
"3943",18288,20140632,2014,"OG",76.13,298,"Conor","Boffeli","Conor Boffeli","OG",52242,"2550318","Iowa",76,304,"1991-08-29",22.7068493150685,5.3,25,21,4.61,101,7.44
"3944",18289,20140077,2014,"ILB",71.5,248,"Chris","Borland","Chris Borland","LB",53706,"2543772","Wisconsin",72,245,"1991-04-02",23.1150684931507,4.83,31,27,4.27,113,7.18
"3946",18291,20140128,2014,"FS",71.63,204,"Tre","Boston","Tre Boston","S",27599,"2543830","North Carolina",73,205,"1992-06-25",21.8821917808219,4.59,35,18,4.31,115,7.04
"3949",18294,20140121,2014,"OLB",72.75,250,"Carl","Bradford","Carl Bradford","OLB",85287,"2543552","Arizona State",73,248,"1992-08-15",21.7424657534247,4.76,37.5,23,4.3,122,7.25
"3950",18295,20140102,2014,"CB",71.38,197,"Bashaud","Breeland","Bashaud Breeland","DB",29631,"2543571","Clemson",71,195,"1992-01-30",22.2849315068493,4.62,34.5,11,4.33,123,7.04
"3952",18297,20140064,2014,"OT",77.88,325,"Justin","Britt","Justin Britt","OT",65211,"2550135","Missouri",78,315,"1991-05-29",22.958904109589,5.19,23,23,4.69,99,8.14
"3953",18298,20140074,2014,"DT",75.13,306,"Jay","Bromley","Jay Bromley","DT",13244,"2543860","Syracuse",75,314,"1992-05-28",21.958904109589,5.06,33.5,26,4.78,104,7.92
"3957",18302,20140401,2014,"OLB",72.38,238,"Jonathan","Brown","Jonathan Brown","LB",61801,"2550321","Illinois",73,230,"1992-06-22",21.8904109589041,5.03,31,16,4.56,108,7.77
"3958",18303,20140073,2014,"ILB",73.25,251,"Preston","Brown","Preston Brown","LB",40292,"2543814","Louisville",73,251,"1992-10-27",21.5424657534247,4.86,33,23,4.26,115,6.98
"3959",18304,20140118,2014,"WR",75.75,211,"Martavis","Bryant","Martavis Bryant","WR",29631,"2543572","Clemson",76,211,"1991-12-20",22.3972602739726,4.42,39,16,4.15,123,7.18
"3960",18305,20140027,2014,"SS",73,211,"Deone","Bucannon","Deone Bucannon","S",99164,"2543769","Washington State",73,211,"1992-08-30",21.7013698630137,4.49,36.5,19,4.26,124,6.96
"3961",18306,20140564,2014,"ILB",75.5,249,"Max","Bullough","Max Bullough","LB",48824,"2550547","Michigan State",75,249,"1992-02-11",22.2520547945205,4.78,31,30,4.3,111,7.22
"3962",18307,20140527,2014,"WR",70.38,188,"Isaiah","Burse","Isaiah Burse","WR",93740,"2550182","Frenso State (CA)",70,187,"1991-12-08",22.4301369863014,4.58,31,16,3.94,114,6.74
"3964",18309,20140218,2014,"WR",69.38,192,"Michael","Campanaro","Michael Campanaro","WR",27106,"2550163","Wake Forest",69,191,"1991-01-25",23.2986301369863,4.46,39,20,4.01,122,6.77
"3965",18310,20140117,2014,"RB",69.38,207,"Ka'Deem","Carey","Ka'Deem Carey","RB",85721,"2543551","Arizona",70,215,"1992-10-30",21.5342465753425,4.7,32.5,19,4.38,114,7.08
"3967",18312,20140165,2014,"DT",73.25,337,"Ryan","Carrethers","Ryan Carrethers","DT",72401,"2543554","Arkansas State",73,333,"1991-02-26",23.2109589041096,5.47,26,32,4.6,87,7.89
"3969",18314,20140088,2014,"DE",78.13,271,"Will","Clarke","Will Clarke","DE",26506,"2543881","West Virginia",78,275,"1991-05-04",23.027397260274,4.77,32,22,4.57,111,7.26
"3970",18315,20140021,2014,"FS",73.38,208,"Ha Ha","Clinton-Dix","Ha Ha Clinton-Dix","S",35487,"2543470","Alabama",73,208,"1992-12-21",21.3917808219178,4.58,33,11,4.16,117,7.16
"3971",18316,20140001,2014,"DE",77.25,266,"Jadeveon","Clowney","Jadeveon Clowney","DE",29208,"2543456","South Carolina",77,270,"1993-02-14",21.241095890411,4.53,37.5,21,4.43,123,7.27
"3972",18317,20140109,2014,"CB",72,191,"Ross","Cockrell","Ross Cockrell","DB",27708,"2543799","Duke",72,191,"1991-08-06",22.7698630136986,4.56,36.5,10,4.32,122,7.28
"3975",18320,20140020,2014,"WR",69.75,189,"Brandin","Cooks","Brandin Cooks","WR",97331,"2543498","Oregon State",70,189,"1993-09-25",20.6301369863014,4.33,36,16,3.81,120,6.76
"3976",18321,20141034,2014,"WR",71,184,"Damian","Copeland","Damian Copeland","WR",40292,"2550331","Louisville",73,182,"1990-10-17",23.572602739726,4.5,40,12,3.9,120,6.53
"3977",18322,20140505,2014,"FB",71.13,271,"J.C.","Copeland","J.C. Copeland","FB",71115,"2550332","Louisiana-Shreveport",71,271,"1991-07-21",22.813698630137,4.95,28.5,23,4.58,111,7.68
"3979",18324,20140072,2014,"DE",74.88,273,"Scott","Crichton","Scott Crichton","DE",97331,"2543639","Oregon State",75,273,"1991-10-30",22.5369863013699,4.84,31.5,24,4.29,108,7.19
"3982",18327,20140689,2014,"WR",72,197,"Mike","Davis","Mike Davis","WR",78712,"2550554","Texas",72,197,"1992-05-11",22.0054794520548,4.52,34,10,4.18,116,7
"3985",18330,20140127,2014,"CB",73,198,"Pierre","Desir","Pierre Desir","DB",63301,"2543811","Lindenwood (MO)",74,198,"1990-09-08",23.6794520547945,4.59,35,11,4.3,133,6.86
"3986",18331,20140248,2014,"SS",72,212,"Ahmad","Dixon","Ahmad Dixon","S",76706,"2543696","Baylor",72,205,"1991-09-05",22.6876712328767,4.64,32,14,4.5,111,7.55
"3987",18332,20140195,2014,"CB",71.5,203,"Brandon","Dixon","Brandon Dixon","DB",64068,"2543626","N.W. Missouri State",71,203,"1990-04-26",24.0493150684932,4.41,32.5,17,4.27,116,7.15
"3988",18333,20140013,2014,"DT",72.75,285,"Aaron","Donald","Aaron Donald","DT",15260,"2543485","Pittsburgh",73,280,"1991-05-23",22.9753424657534,4.68,32,35,4.39,115,7.11
"3989",18334,20140247,2014,"FS",74.75,190,"Jonathan","Dowling","Jonathan Dowling","S",42101,"2543685","Western Kentucky",75,190,"1991-12-08",22.4301369863014,4.52,33.5,8,4.24,116,7.04
"3990",18335,20140137,2014,"OG",75.63,313,"Dakota","Dozier","Dakota Dozier","OT",29613,"2543805","Furman (SC)",76,313,"1991-04-30",23.0383561643836,5.42,24,23,4.89,100,8.14
"3992",18337,20140060,2014,"DE",76,273,"Kony","Ealy","Kony Ealy","DE",65211,"2543484","Missouri",76,275,"1991-12-21",22.3945205479452,4.92,31,22,4.45,113,6.83
"3995",18340,20140660,2014,"OLB",74,253,"Kasim","Edebali","Kasim Edebali","OLB",2459,"2550647","Boston",74,253,"1989-08-17",24.7397260273973,4.79,34.5,19,4.35,114,7.2
"3996",18341,20140143,2014,"OG",76.25,313,"Kadeem","Edwards","Kadeem Edwards","OG",37209,"2543756","Tennessee State",76,315,"1991-01-24",23.3013698630137,5.25,27,26,4.82,99,7.95
"3997",18342,20140106,2014,"WR",69.38,197,"Bruce","Ellington","Bruce Ellington","WR",29208,"2543646","South Carolina",69,197,"1991-08-22",22.7260273972603,4.45,39.5,15,3.95,120,6.69
"3998",18343,20140107,2014,"DT",73.5,334,"Justin","Ellis","Justin Ellis","DT",71272,"2543812","Louisiana Tech",74,335,"1990-12-27",23.3780821917808,5.27,28,25,4.75,91,7.81
"3999",18344,20140210,2014,"DE",72.75,261,"IK","Enemkpali","IK Enemkpali","DE",71272,"2543598","Louisiana Tech",73,261,"1991-07-03",22.8630136986301,4.78,34,28,4.65,112,7.67
"4002",18347,20140115,2014,"WR",73.25,213,"Shaq","Evans","Shaq Evans","WR",90095,"2543761","UCLA",73,213,"1991-03-07",23.186301369863,4.51,34.5,13,4.21,122,7.07
"4003",18348,20140182,2014,"CB",71.63,213,"Antone","Exum","Antone Exum","DB",24061,"2543680","Virginia Tech",72,219,"1991-02-27",23.2082191780822,4.59,35,17,4.13,116,7.05
"4005",18350,20140567,2014,"OT",77.88,330,"Matt","Feiler","Matt Feiler","OT",17815,"2550561","Bloomsburg",78,330,"1992-07-07",21.8493150684932,5.37,26.5,36,4.86,102,8.13
"4007",18352,20140065,2014,"TE",77.5,265,"C.J.","Fiedorowicz","C.J. Fiedorowicz","TE",52242,"2543721","Iowa",77,265,"1991-10-22",22.558904109589,4.76,31.5,25,4.26,115,7.1
"4009",18354,20140140,2014,"OT",76.88,323,"Cameron","Fleming","Cameron Fleming","OT",94305,"2543654","Stanford",78,320,"1992-09-03",21.6904109589041,5.28,23.5,26,5,97,8.24
"4014",18359,20140753,2014,"WR",70.63,189,"Austin","Franklin","Austin Franklin","WR",88003,"2550429","New Mexico State",71,189,"1992-12-06",21.4328767123288,4.56,36,7,4.33,123,7.07
"4016",18361,20140014,2014,"CB",71.75,190,"Kyle","Fuller","Kyle Fuller","DB",24061,"2543681","Virginia Tech",72,190,"1992-02-16",22.2383561643836,4.49,38.5,12,4.19,127,6.9
"4017",18362,20140193,2014,"OG",76.63,316,"Zach","Fulton","Zach Fulton","OG",37998,"2543862","Tennessee",77,316,"1991-09-23",22.6383561643836,5.16,24.5,25,5.16,98,7.87
"4020",18365,20140087,2014,"CB",72.38,193,"Phillip","Gaines","Phillip Gaines","DB",77005,"2543851","Rice",72,193,"1991-04-04",23.1095890410959,4.38,36.5,11,4.04,122,6.62
"4023",18368,20141069,2014,"DE",75.75,259,"James","Gayle","James Gayle","DE",24061,"2550484","Virginia Tech",76,255,"1991-02-15",23.241095890411,4.7,37,26,4.27,122,7.19
"4027",18372,20140197,2014,"CB",71,194,"Demetri","Goodson","Demetri Goodson","DB",76706,"2543557","Baylor",71,197,"1989-06-11",24.9232876712329,4.52,37,11,4.34,123,6.8
"4028",18373,20140142,2014,"WR",72.38,199,"Ryan","Grant","Ryan Grant","WR",70118,"2543759","Tulane",72,204,"1990-12-19",23.4,4.64,35.5,8,4.11,117,6.68
"4030",18375,20140474,2014,"OG",76.63,316,"Ryan","Groy","Ryan Groy","OG",53706,"2550569","Wisconsin",77,320,"1990-09-30",23.6191780821918,5.19,26.5,26,4.47,108,7.49
"4031",18376,20140037,2014,"DT",77.88,310,"Ra'Shede","Hageman","Ra'Shede Hageman","DT",55455,"2543478","Minnesota",78,318,"1990-08-08",23.7643835616438,5.02,35.5,32,4.5,113,7.87
"4032",18377,20140216,2014,"CB",70.38,188,"Andre","Hal","Andre Hal","DB",37240,"2543874","Vanderbilt",70,190,"1992-05-30",21.9534246575342,4.5,35.5,15,4.27,117,7.14
"4034",18379,20140871,2014,"CB",69,197,"Victor","Hampton","Victor Hampton","DB",29208,"2550836","South Carolina",70,202,"1992-03-12",22.1698630136986,4.69,33.5,20,4.2,116,7.01
"4035",18380,20140573,2014,"C",75.5,304,"Jonotthan","Harrison","Jonotthan Harrison","C",32611,"2550205","Florida",76,300,"1991-08-25",22.7178082191781,5.15,27,27,4.86,112,7.97
"4037",18382,20140190,2014,"WR",73,198,"Matt","Hazel","Matt Hazel","WR",29528,"2543792","Coastal Carolina (SC)",73,195,"1992-01-23",22.3041095890411,4.5,36.5,15,4.2,116,7.08
"4040",18385,20140185,2014,"WR",69.13,193,"Robert","Herron","Robert Herron","WR",82071,"2543777","Wyoming",69,193,"1992-06-02",21.9452054794521,4.48,35.5,18,4.27,124,6.84
"4043",18388,20140119,2014,"OLB",72.38,240,"Anthony","Hitchens","Anthony Hitchens","OLB",52242,"2543592","Iowa",72,235,"1992-06-10",21.9232876712329,4.74,31.5,23,4.45,115,7.15
"4044",18389,20140794,2014,"WR",75.88,223,"Cody","Hoffman","Cody Hoffman","WR",84602,"2550522","BYU",76,223,"1991-03-13",23.1698630136986,4.65,27.5,13,4.2,108,6.89
"4047",18392,20140122,2014,"FS",71.13,196,"Marqueston","Huff","Marqueston Huff","S",82071,"2543776","Wyoming",71,196,"1992-04-06",22.1013698630137,4.49,35.5,15,4.19,116,7.26
"4048",18393,20140593,2014,"WR",73.25,198,"Allen","Hurns","Allen Hurns","WR",33124,"2550353","Miami (FL)",75,201,"1991-11-12",22.5013698630137,4.55,31,14,4.5,120,7.23
"4050",18395,20140682,2014,"DT",74.5,290,"Kerry","Hyder","Kerry Hyder","DT",79415,"2550433","Texas Tech",74,270,"1991-05-02",23.0328767123288,5.1,29.5,20,4.33,108,7.23
"4051",18396,20140782,2014,"C",75.63,304,"Gabe","Ikard","Gabe Ikard","C",73019,"2550487","Oklahoma",76,300,"1990-09-26",23.6301369863014,5.13,26,22,4.37,102,7.3
"4052",18397,20140187,2014,"CB",71.88,195,"Bennett","Jackson","Bennett Jackson","DB",46556,"2543834","Notre Dame",73,192,"1991-09-16",22.6575342465753,4.51,38,13,4,127,6.75
"4053",18398,20140081,2014,"OG",75.25,336,"Gabe","Jackson","Gabe Jackson","OG",39762,"2543733","Mississippi State",75,335,"1991-07-12",22.8383561643836,5.34,29,30,4.78,108,8.25
"4055",18400,20140019,2014,"OT",78,311,"Ja'Wuan","James","Ja'Wuan James","OT",37998,"2543755","Tennessee",78,307,"1992-06-03",21.9424657534247,5.34,29,22,4.56,102,7.42
"4057",18402,20140236,2014,"WR",74.88,219,"Jeff","Janis","Jeff Janis","WR",48604,"2543750","Saginaw Valley State (MI)",75,219,"1991-06-24",22.8876712328767,4.42,37.5,20,3.98,123,6.64
"4059",18404,20140746,2014,"DE",75,247,"Jackson","Jeffcoat","Jackson Jeffcoat","DE",78712,"2550299","Texas",75,253,"1990-12-26",23.3808219178082,4.63,36,18,4.18,123,6.97
"4060",18405,20140594,2014,"TE",77.75,259,"Marcel","Jensen","Marcel Jensen","TE",93740,"2550356","Frenso State (CA)",78,259,"1990-02-12",24.2493150684931,4.85,35,24,4.6,114,7.38
"4062",18407,20140620,2014,"DT",74.5,308,"Anthony","Johnson","Anthony Johnson","DT",70803,"2550489","Louisiana State",74,295,"1993-01-24",21.2986301369863,5.24,24.5,20,4.83,101,7.93
"4063",18408,20140129,2014,"FS",74.13,200,"Dontae","Johnson","Dontae Johnson","DB",27607,"2543739","NC State",74,200,"1991-12-01",22.4493150684931,4.45,38.5,12,4.24,123,6.82
"4065",18410,20140173,2014,"OT",77.38,297,"Wesley","Johnson","Wesley Johnson","OT",37240,"2543763","Vanderbilt",77,297,"1991-01-09",23.3424657534247,5.11,29,26,4.64,111,7.4
"4067",18412,20140112,2014,"DT",75.75,322,"DaQuan","Jones","DaQuan Jones","DT",16802,"2543504","Penn State",76,322,"1991-12-17",22.4054794520548,5.35,27.5,25,4.78,100,7.73
"4068",18413,20140935,2014,"OLB",74.5,235,"Howard","Jones","Howard Jones","LB",25443,"2550435","Shepherd (WV)",74,238,"1990-02-10",24.2547945205479,4.6,40.5,21,4.41,123,7.16
"4071",18416,20140703,2014,"RB",68.13,194,"Henry","Josey","Henry Josey","RB",65211,"2550574","Missouri",68,194,"1991-09-25",22.6328767123288,4.43,34.5,20,4.13,116,7.07
"4072",18417,20140041,2014,"CB",68,184,"Lamarcus","Joyner","Lamarcus Joyner","DB",32306,"2543492","Florida State",68,190,"1990-11-27",23.4602739726027,4.55,37.5,14,4.4,123,7.26
"4073",18418,20140174,2014,"OLB",75,249,"Devon","Kennard","Devon Kennard","OLB",90089,"2543869","USC",76,256,"1991-06-24",22.8876712328767,4.7,30,23,4.32,112,7.25
"4074",18419,20140576,2014,"DT",73.38,326,"Zach","Kerr","Zach Kerr","DT",19716,"2550575","Delaware",74,334,"1990-08-29",23.7068493150685,5.08,28.5,28,4.71,99,7.93
"4076",18421,20140044,2014,"OT",78.75,322,"Cyrus","Kouandjio","Cyrus Kouandjio","OT",35487,"2543482","Alabama",79,322,"1993-07-21",20.8109589041096,5.59,27.5,21,4.84,96,7.71
"4079",18424,20140624,2014,"C",75.63,313,"Tyler","Larsen","Tyler Larsen","OL",84322,"2550493","Utah State",76,325,"1991-07-08",22.8493150684932,5.17,23.5,36,4.7,101,8.22
"4081",18426,20140034,2014,"DE",74.88,251,"DeMarcus","Lawrence","DeMarcus Lawrence","DE",83725,"2543490","Boise State",75,265,"1992-04-28",22.041095890411,4.8,34.5,20,4.31,112,7.46
"4082",18427,20140133,2014,"CB",69.5,190,"Nevin","Lawson","Nevin Lawson","DB",84322,"2543872","Utah State",69,192,"1991-04-23",23.0575342465753,4.48,33,16,4.4,120,7.12
"4084",18429,20140246,2014,"OT",75.88,303,"Charles","Leno","Charles Leno","OT",83725,"2550169","Boise State",75,305,"1991-10-09",22.5945205479452,5.21,29,21,4.4,108,7.57
"4086",18431,20140011,2014,"OT",79.13,309,"Taylor","Lewan","Taylor Lewan","OT",48109,"2550132","Michigan",79,309,"1991-07-22",22.8109589041096,4.87,30.5,29,4.49,116,7.39
"4087",18432,20140485,2014,"SS",69.88,211,"Isaiah","Lewis","Isaiah Lewis","S",48824,"2550219","Michigan State",70,211,"1991-10-30",22.5369863013699,4.6,36.5,15,4.47,122,7.05
"4091",18436,20140856,2014,"SS",72.63,217,"Craig","Loston","Craig Loston","S",70803,"2550369","Louisiana State",74,209,"1989-12-21",24.3945205479452,4.65,32.5,12,4.35,117,7.15
"4092",18437,20140466,2014,"WR",75.75,218,"Marcus","Lucas","Marcus Lucas","WR",65211,"2550581","Missouri",76,250,"1992-03-01",22.2,4.6,36,20,4.25,123,7.07
"4095",18440,20140155,2014,"TE",76.63,258,"Arthur","Lynch","Arthur Lynch","TE",30602,"2543714","Georgia",77,258,"1990-06-17",23.9068493150685,4.82,29.5,28,4.35,115,7.38
"4097",18442,20140005,2014,"OLB",74.63,251,"Khalil","Mack","Khalil Mack","OLB",14260,"2543463","Buffalo",75,250,"1991-02-22",23.2219178082192,4.65,40,23,4.18,127,7.08
"4099",18444,20140916,2014,"DT",74.25,296,"Eathyn","Manumaleuna","Eathyn Manumaleuna","DL",84602,"2550303","BYU",74,305,"1989-01-18",25.3178082191781,5.16,28,29,4.61,100,7.78
"4101",18446,20140108,2014,"DE",76,252,"Cassius","Marsh","Cassius Marsh","DE",90095,"2543868","UCLA",76,245,"1992-07-07",21.8493150684932,4.89,32,14,4.25,108,7.08
"4102",18447,20140084,2014,"DE",77.88,272,"Kareem","Martin","Kareem Martin","DE",27599,"2543738","North Carolina",78,272,"1992-02-19",22.2301369863014,4.72,35.5,22,4.33,128,7.2
"4104",18449,20140016,2014,"OT",76.25,308,"Zack","Martin","Zack Martin","OT",46556,"2543480","Notre Dame",76,315,"1990-11-20",23.4794520547945,5.22,28,29,4.59,104,7.65
"4107",18452,20140006,2014,"OT",77.5,308,"Jake","Matthews","Jake Matthews","OT",77843,"2543758","Texas A&M",77,309,"1992-02-11",22.2520547945205,5.07,30.5,24,4.47,104,7.34
"4108",18453,20140042,2014,"WR",75.13,212,"Jordan","Matthews","Jordan Matthews","WR",37240,"2543500","Vanderbilt",75,212,"1992-07-16",21.8246575342466,4.46,35.5,21,4.18,120,6.95
"4109",18454,20140713,2014,"DE",77.88,271,"Josh","Mauro","Josh Mauro","DE",94305,"2550437","Stanford",78,282,"1991-02-17",23.2356164383562,5.21,32,21,4.51,115,7.43
"4113",18458,20140096,2014,"RB",68.88,209,"Jerick","McKinnon","Jerick McKinnon","RB",30458,"2543715","Georgia Southern",69,205,"1992-05-03",22.027397260274,4.41,40.5,32,4.12,132,6.83
"4115",18460,20140059,2014,"OT",78,309,"Jack","Mewhort","Jack Mewhort","OT",43210,"2543744","Ohio State",78,305,"1991-09-30",22.6191780821918,5.37,26,28,4.64,100,7.79
